CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Churn
778401033,1,32,M,0,1,1,Rp 5.000.000 - Rp 8.000.000,1,13,3,3,4,14308000.0,1889000,12419000.0,1659000,39,0.132,no
818375733,2,51,F,2,5,1,Rp 3.000.000 - Rp 5.000.000,1,46,3,1,3,4882000.0,695000,4187000.0,1544000,44,0.142,no
711048783,1,41,M,4,7,1,Rp 8.000.000 - Rp 15.000.000,1,29,3,3,3,33405000.0,0,33405000.0,1345000,34,0.0,no
721415658,1,39,F,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,27,3,1,2,2700000.0,2220000,480000.0,2901000,59,0.822,no
717961458,1,49,F,2,3,2,< Rp 3.000.000,1,37,5,1,4,2934000.0,2381000,553000.0,3396000,64,0.812,no
718563483,1,30,M,2,4,0,> Rp 15.000.000,1,14,3,2,3,1548000.0,0,1548000.0,2611000,64,0.0,no
717128283,1,40,F,3,1,3,< Rp 3.000.000,1,36,5,2,2,5525000.0,2409000,3116000.0,2305000,33,0.436,no
718068933,1,36,F,3,3,2,< Rp 3.000.000,1,36,5,2,4,5750000.0,1521000,4229000.0,2155000,61,0.265,no
718623783,1,56,M,2,5,1,> Rp 15.000.000,1,36,6,3,2,27157000.0,1547000,25610000.0,1535000,38,0.057,no
716565258,1,37,M,3,7,2,Rp 8.000.000 - Rp 15.000.000,1,36,5,2,4,12830000.0,0,12830000.0,2526000,54,0.0,no
712505658,1,51,F,4,4,2,< Rp 3.000.000,1,41,3,1,3,5530000.0,1999000,3531000.0,1766000,45,0.361,no
792565908,1,36,F,2,3,2,< Rp 3.000.000,1,30,6,2,3,2684000.0,1474000,1210000.0,2346000,51,0.549,no
709267308,1,62,M,1,2,1,Rp 8.000.000 - Rp 15.000.000,1,49,3,1,2,2437000.0,1400000,1037000.0,1651000,32,0.574,no
710035008,1,31,F,0,3,2,< Rp 3.000.000,1,24,3,2,4,3827000.0,1397000,2430000.0,2491000,64,0.365,no
790082508,1,42,M,4,1,2,> Rp 15.000.000,1,35,5,2,2,34516000.0,1658000,32858000.0,2935000,65,0.048,no
716866308,1,38,M,2,1,1,Rp 5.000.000 - Rp 8.000.000,1,33,6,3,4,5940000.0,1101000,4839000.0,1872000,34,0.185,no
709707033,2,45,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,32,2,3,2,13162000.0,0,13162000.0,1424000,38,0.0,no
718346658,1,50,F,2,2,1,< Rp 3.000.000,1,37,3,2,4,1963000.0,1357000,606000.0,1861000,51,0.691,no
824157858,1,58,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,54,4,3,3,18713000.0,1022000,17691000.0,1524000,42,0.055,no
709735008,1,35,M,2,1,1,Rp 8.000.000 - Rp 15.000.000,1,22,3,1,4,3023000.0,1435000,1588000.0,1920000,34,0.475,no
814593858,1,58,M,3,1,2,> Rp 15.000.000,1,53,4,1,2,6103000.0,1798000,4305000.0,1468000,34,0.295,no
718416858,1,42,M,5,2,1,Rp 5.000.000 - Rp 8.000.000,1,34,3,3,3,10607000.0,2517000,8090000.0,1903000,40,0.237,no
710307933,1,32,F,0,5,2,< Rp 3.000.000,1,24,3,3,4,2917000.0,2517000,400000.0,2471000,60,0.863,no
715870758,1,35,M,4,2,1,> Rp 15.000.000,1,30,4,3,4,34516000.0,1018000,33498000.0,2350000,55,0.029,no
713819283,1,51,M,1,3,1,Rp 8.000.000 - Rp 15.000.000,1,42,6,2,2,25197000.0,2517000,22680000.0,3002000,58,0.1,no
710424408,1,63,M,2,2,1,< Rp 3.000.000,1,36,5,2,4,2743000.0,1815000,928000.0,1210000,25,0.662,no
709493283,1,42,M,2,4,2,> Rp 15.000.000,1,32,5,2,4,4111000.0,1233000,2878000.0,1289000,36,0.3,no
712489158,1,36,F,0,3,2,Unknown,1,18,5,3,2,3667000.0,948000,2719000.0,2781000,59,0.259,no
719013108,1,42,M,3,2,0,Rp 3.000.000 - Rp 5.000.000,1,33,4,2,4,3178000.0,1800000,1378000.0,4605000,86,0.566,no
721178583,2,37,F,3,2,3,Unknown,1,22,2,3,2,5674000.0,0,5674000.0,1096000,29,0.0,no
717769008,1,38,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,36,5,3,4,11444000.0,1278000,10166000.0,2493000,44,0.112,no
709986633,1,29,M,1,1,1,Rp 3.000.000 - Rp 5.000.000,1,36,3,1,3,1438300.0,0,1438300.0,2144000,41,0.0,no
721062408,1,54,M,2,3,0,Rp 3.000.000 - Rp 5.000.000,1,34,4,3,4,6387000.0,1597000,4790000.0,1294000,26,0.25,no
771349458,1,33,M,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,20,4,3,3,5657000.0,1792000,3865000.0,1914000,46,0.317,no
780557658,1,63,F,0,3,1,Unknown,1,54,5,3,2,11827000.0,0,11827000.0,1395000,37,0.0,no
771441558,1,49,M,2,6,1,Rp 5.000.000 - Rp 8.000.000,1,37,5,3,3,2608000.0,1589000,1019000.0,2073000,47,0.609,no
756409758,1,44,F,2,2,1,< Rp 3.000.000,1,37,4,5,4,3203000.0,2076000,1127000.0,1433000,38,0.648,yes
720009558,1,33,F,2,5,2,Unknown,2,36,3,1,3,34516000.0,1540000,32976000.0,2574000,72,0.045,no
778885158,1,57,M,3,3,1,Rp 8.000.000 - Rp 15.000.000,1,38,5,3,3,2472000.0,2457000,15000.0,1392000,33,0.994,no
715543908,1,52,F,3,3,1,< Rp 3.000.000,1,43,4,3,3,2147000.0,1173000,974000.0,1352000,37,0.546,no
717591483,1,52,F,3,2,2,< Rp 3.000.000,1,44,4,1,3,3416000.0,2044000,1372000.0,1924000,48,0.598,no
715042608,1,39,F,2,7,1,Unknown,1,36,5,2,4,8058000.0,791000,7267000.0,2742000,42,0.098,no
755959683,1,50,F,5,4,3,Unknown,1,43,5,1,2,3410000.0,2281000,1129000.0,1296000,31,0.669,no
715367058,1,43,M,3,5,3,Rp 5.000.000 - Rp 8.000.000,1,37,5,2,3,19044000.0,0,19044000.0,1780000,44,0.0,no
714573258,1,36,M,2,6,2,Rp 5.000.000 - Rp 8.000.000,1,30,4,2,4,1606000.0,798000,808000.0,2229000,45,0.497,no
712281183,1,55,M,4,2,1,> Rp 15.000.000,1,36,4,2,2,24336000.0,856000,23480000.0,1425000,33,0.035,no
717670758,1,30,F,1,2,2,< Rp 3.000.000,1,20,5,2,3,5030000.0,1327000,3703000.0,2523000,71,0.264,no
720666333,1,36,M,3,4,1,> Rp 15.000.000,1,24,6,3,2,24577000.0,0,24577000.0,1897000,39,0.0,no
771556308,1,26,F,0,1,2,< Rp 3.000.000,1,13,6,3,4,3517000.0,1195000,2322000.0,2255000,48,0.34,no
708931908,1,48,M,3,1,2,Rp 3.000.000 - Rp 5.000.000,1,36,3,2,3,7400000.0,636000,6764000.0,1568000,51,0.086,no
718894233,1,53,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,6,2,4,2956000.0,1391000,1565000.0,2116000,63,0.471,no
771544533,2,42,F,5,1,1,Unknown,1,30,3,1,4,3578000.0,0,3578000.0,1015000,36,0.0,no
708927108,2,53,M,2,2,1,> Rp 15.000.000,1,36,1,3,2,12778000.0,507000,12271000.0,1133000,28,0.04,no
717831783,1,58,F,2,3,1,< Rp 3.000.000,1,45,3,3,4,1942000.0,1536000,406000.0,1371000,38,0.791,no
709288383,1,32,M,2,2,0,Rp 8.000.000 - Rp 15.000.000,1,26,5,1,3,29961000.0,789000,29172000.0,2337000,69,0.026,no
710813733,1,48,M,4,3,1,Rp 5.000.000 - Rp 8.000.000,3,35,5,3,4,33791000.0,0,33791000.0,1546000,41,0.0,no
721084833,1,48,M,5,1,1,Rp 3.000.000 - Rp 5.000.000,3,34,5,0,2,17657000.0,2018000,15639000.0,1682000,39,0.114,no
711258108,1,54,M,1,5,1,> Rp 15.000.000,1,44,4,3,2,2821000.0,2415000,406000.0,1419000,36,0.856,no
710149008,1,59,M,0,1,1,< Rp 3.000.000,1,47,6,3,4,1479000.0,787000,692000.0,2139000,70,0.532,no
711902058,1,35,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,3,3,2,1438300.0,0,1438300.0,2492000,55,0.0,no
716757033,1,37,M,4,6,1,Rp 3.000.000 - Rp 5.000.000,1,27,5,1,4,6859000.0,1766000,5093000.0,3045000,56,0.257,no
712688433,1,36,M,3,1,0,> Rp 15.000.000,1,36,3,2,3,3404000.0,1568000,1836000.0,2406000,65,0.461,no
713203908,1,26,M,0,3,2,Rp 3.000.000 - Rp 5.000.000,1,15,4,1,3,2158000.0,1695000,463000.0,1833000,27,0.785,no
711772008,2,35,F,3,2,2,< Rp 3.000.000,1,22,1,2,1,1890000.0,666000,1224000.0,1483000,36,0.352,no
708799983,2,40,M,1,6,1,Rp 5.000.000 - Rp 8.000.000,1,36,6,3,4,18386000.0,890000,17496000.0,1698000,43,0.048,no
778882758,1,55,F,2,4,1,Unknown,1,36,5,5,4,3602000.0,2013000,1589000.0,1935000,47,0.559,yes
709157133,1,39,M,1,4,0,Rp 8.000.000 - Rp 15.000.000,1,34,6,1,3,3766000.0,1049000,2717000.0,1514000,51,0.279,no
741344808,1,39,F,2,2,1,< Rp 3.000.000,1,32,4,2,4,5634000.0,2057000,3577000.0,2905000,63,0.365,no
739692933,1,46,F,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,29,4,2,4,3126000.0,2517000,609000.0,1638000,41,0.805,no
766429908,1,49,M,2,1,3,Rp 5.000.000 - Rp 8.000.000,1,42,6,1,2,3017000.0,786000,2231000.0,1640000,37,0.261,no
802087683,1,32,M,0,6,1,Rp 5.000.000 - Rp 8.000.000,1,26,6,2,3,5478000.0,1491000,3987000.0,2456000,55,0.272,no
712491108,1,35,M,1,6,1,Rp 8.000.000 - Rp 15.000.000,1,20,6,3,4,13046000.0,1177000,11869000.0,2601000,52,0.09,no
714767508,1,39,M,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,31,5,3,2,8687000.0,1146000,7541000.0,2279000,33,0.132,no
720376008,1,53,F,2,2,1,< Rp 3.000.000,1,40,6,2,4,6174000.0,1421000,4753000.0,2043000,52,0.23,no
779126658,1,26,F,0,2,2,Rp 3.000.000 - Rp 5.000.000,1,13,5,1,2,5655000.0,0,5655000.0,2312000,61,0.0,no
793222008,1,32,M,0,1,1,Rp 5.000.000 - Rp 8.000.000,1,26,5,2,3,5397000.0,1784000,3613000.0,2056000,49,0.331,no
720812433,1,54,M,2,5,1,> Rp 15.000.000,1,46,6,1,2,28465000.0,0,28465000.0,1693000,37,0.0,no
717623583,1,36,F,3,1,1,< Rp 3.000.000,1,27,4,2,4,3444000.0,2441000,1003000.0,2668000,51,0.709,no
708878508,1,45,F,3,1,1,< Rp 3.000.000,1,37,4,1,3,2104000.0,1267000,837000.0,1732000,35,0.602,no
710043408,1,49,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,37,4,1,4,15610000.0,2048000,13562000.0,1916000,58,0.131,no
789079758,1,44,M,4,7,3,> Rp 15.000.000,1,32,3,2,3,34516000.0,1356000,33160000.0,1531000,48,0.039,no
721311333,1,32,M,1,1,1,Unknown,1,22,3,1,4,16912000.0,1590000,15322000.0,2413000,41,0.094,no
710749458,1,64,F,0,7,1,< Rp 3.000.000,1,53,4,1,3,5462000.0,1864000,3598000.0,1523000,35,0.341,no
778275783,1,37,F,2,4,3,< Rp 3.000.000,1,27,5,1,2,2868000.0,1434000,1434000.0,2909000,64,0.5,no
799498158,1,31,M,1,6,1,Rp 5.000.000 - Rp 8.000.000,1,22,5,1,3,2685000.0,1580000,1105000.0,1642000,36,0.588,no
716334258,1,49,F,3,3,0,Rp 3.000.000 - Rp 5.000.000,1,36,5,1,2,5238000.0,1365000,3873000.0,1834000,43,0.261,no
716075208,1,32,F,3,1,1,< Rp 3.000.000,1,22,4,2,4,4561000.0,2029000,2532000.0,1874000,38,0.445,no
780276258,1,53,M,2,1,1,> Rp 15.000.000,1,39,3,2,3,13091000.0,985000,12106000.0,1452000,37,0.075,no
789282333,1,62,F,0,2,1,Unknown,1,51,3,3,3,10826000.0,1274000,9552000.0,1355000,34,0.118,no
811571733,1,26,F,0,4,2,Unknown,1,13,4,2,2,2600000.0,1876000,724000.0,2625000,45,0.722,no
709429533,1,49,F,5,2,0,Unknown,1,35,6,3,4,2561000.0,0,2561000.0,2047000,41,0.0,no
715247508,1,30,F,1,2,1,< Rp 3.000.000,1,36,3,2,2,7087000.0,1060000,6027000.0,1712000,37,0.15,no
718784358,1,34,M,4,3,2,> Rp 15.000.000,1,36,6,3,2,34516000.0,2517000,31999000.0,1969000,46,0.073,no
751450008,1,41,M,1,6,2,Rp 3.000.000 - Rp 5.000.000,1,32,3,2,4,10266000.0,1390000,8876000.0,1720000,42,0.135,no
719227233,1,27,F,1,4,2,< Rp 3.000.000,1,36,3,3,3,1553000.0,723000,830000.0,1954000,43,0.466,no
711050058,1,33,F,2,3,1,Rp 3.000.000 - Rp 5.000.000,1,23,4,2,4,6732000.0,0,6732000.0,1644000,45,0.0,no
779040408,1,56,M,2,1,1,> Rp 15.000.000,1,37,3,1,2,12181000.0,1702000,10479000.0,1478000,33,0.14,no
714024858,1,36,M,3,1,1,Rp 8.000.000 - Rp 15.000.000,1,27,3,1,2,7056000.0,0,7056000.0,1739000,35,0.0,no
789849108,1,35,M,1,2,2,Rp 5.000.000 - Rp 8.000.000,1,25,6,1,2,14365000.0,0,14365000.0,2290000,62,0.0,no
710391258,1,27,M,0,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,3,2,4,11473000.0,829000,10644000.0,2147000,41,0.072,no
718830183,1,46,M,1,1,2,Rp 5.000.000 - Rp 8.000.000,1,38,5,2,4,23996000.0,2517000,21479000.0,1339000,29,0.105,no
779696883,1,48,M,2,2,0,Rp 5.000.000 - Rp 8.000.000,1,33,4,2,4,2998000.0,1789000,1209000.0,1825000,31,0.597,no
719249733,1,54,M,1,4,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,2,2,30011000.0,1232000,28779000.0,1676000,41,0.041,no
737971833,1,38,M,1,2,1,Rp 5.000.000 - Rp 8.000.000,1,31,6,3,3,2405000.0,1553000,852000.0,2503000,40,0.646,no
772468983,1,36,M,1,6,1,Rp 8.000.000 - Rp 15.000.000,1,26,3,4,2,21927000.0,1291000,20636000.0,1946000,37,0.059,yes
710990283,1,56,M,1,1,1,Rp 8.000.000 - Rp 15.000.000,1,36,4,1,2,3906000.0,1851000,2055000.0,1839000,33,0.474,no
808750458,1,32,M,1,7,2,Rp 5.000.000 - Rp 8.000.000,1,27,5,3,3,10029000.0,606000,9423000.0,2192000,58,0.06,no
719692983,1,36,M,2,7,1,Rp 5.000.000 - Rp 8.000.000,1,30,3,3,4,4934000.0,1504000,3430000.0,2747000,42,0.305,no
719125158,1,35,F,2,1,2,< Rp 3.000.000,3,15,5,2,2,13882000.0,1452000,12430000.0,2685000,71,0.105,no
787509408,1,26,M,0,5,2,Unknown,1,13,6,3,2,2347000.0,0,2347000.0,2595000,56,0.0,no
719206308,1,32,M,1,1,1,Rp 5.000.000 - Rp 8.000.000,1,24,4,2,2,4116000.0,1223000,2893000.0,1657000,38,0.297,no
717141858,1,56,F,2,1,2,Rp 3.000.000 - Rp 5.000.000,1,36,4,1,2,13904000.0,625000,13279000.0,3151000,67,0.045,no
713172408,1,54,M,1,4,1,Rp 8.000.000 - Rp 15.000.000,1,43,4,2,4,32558000.0,2016000,30542000.0,1440000,37,0.062,no
720314583,1,54,M,2,4,1,Rp 8.000.000 - Rp 15.000.000,1,44,4,1,2,12902000.0,1860000,11042000.0,1273000,33,0.144,no
708347583,1,37,F,4,3,1,< Rp 3.000.000,1,36,4,1,4,2509000.0,1144000,1365000.0,1804000,38,0.456,no
711006783,1,38,F,1,2,2,< Rp 3.000.000,1,22,3,3,3,2484000.0,2149000,335000.0,1200000,28,0.865,no
718274283,1,35,M,3,5,2,Rp 5.000.000 - Rp 8.000.000,1,36,5,1,3,2780000.0,0,2780000.0,2469000,67,0.0,no
803977008,1,39,M,2,4,1,Rp 5.000.000 - Rp 8.000.000,1,34,6,2,4,5219000.0,1826000,3393000.0,1715000,35,0.35,no
715216908,1,48,M,4,7,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,3,4,18102000.0,1381000,16721000.0,1486000,32,0.076,no
779611008,1,29,M,0,2,1,Rp 3.000.000 - Rp 5.000.000,1,18,4,3,4,4532000.0,0,4532000.0,1885000,55,0.0,no
811467708,1,33,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,28,4,2,2,22399000.0,1431000,20968000.0,2390000,62,0.064,no
812597508,1,39,F,1,1,1,Rp 3.000.000 - Rp 5.000.000,1,34,6,5,3,4489000.0,2498000,1991000.0,2153000,58,0.556,yes
718651083,1,35,F,2,2,2,Unknown,1,25,4,1,4,10329000.0,514000,9815000.0,2461000,68,0.05,no
708577308,1,43,F,1,4,0,< Rp 3.000.000,1,36,4,2,3,2637000.0,1272000,1365000.0,1569000,39,0.482,no
813990483,1,27,F,0,1,1,< Rp 3.000.000,1,22,4,1,2,1864000.0,1384000,480000.0,1662000,32,0.742,no
816319008,1,52,F,2,2,2,Unknown,1,47,6,3,3,13276000.0,1917000,11359000.0,1901000,33,0.144,no
789627258,1,31,M,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,25,5,3,3,1935000.0,1033000,902000.0,2498000,60,0.534,no
713346558,1,45,M,4,2,0,Rp 5.000.000 - Rp 8.000.000,1,37,5,2,4,6784000.0,891000,5893000.0,1900000,28,0.131,no
708744933,1,35,M,2,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,2,4,19127000.0,1880000,17247000.0,1859000,33,0.098,no
708828258,1,55,M,2,5,1,> Rp 15.000.000,1,37,5,2,3,32641000.0,1551000,31090000.0,1327000,30,0.048,no
713511108,1,61,M,1,3,1,Rp 3.000.000 - Rp 5.000.000,1,47,5,3,4,1438300.0,847000,591300.0,1397000,43,0.589,no
710208633,1,37,F,1,2,1,< Rp 3.000.000,1,31,5,2,2,2417000.0,1929000,488000.0,1773000,42,0.798,no
824165658,1,38,M,2,4,1,Rp 8.000.000 - Rp 15.000.000,1,34,4,1,3,19259000.0,2266000,16993000.0,1388000,27,0.118,no
826513233,1,54,F,3,4,1,< Rp 3.000.000,1,50,6,2,2,3796000.0,2396000,1400000.0,2069000,54,0.631,no
788789658,1,40,M,5,4,3,Rp 8.000.000 - Rp 15.000.000,1,22,6,1,4,4042000.0,1744000,2298000.0,1471000,37,0.431,no
717837858,1,47,M,5,5,1,> Rp 15.000.000,1,34,3,1,2,17603000.0,1063000,16540000.0,2902000,64,0.06,no
709382958,1,55,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,46,6,1,4,2894000.0,2077000,817000.0,1017000,25,0.718,no
716253858,1,37,M,5,6,1,Rp 8.000.000 - Rp 15.000.000,1,26,2,1,2,16730000.0,1956000,14774000.0,1740000,43,0.117,no
713725683,1,36,F,0,5,2,< Rp 3.000.000,1,27,6,3,2,3282000.0,1843000,1439000.0,2614000,79,0.562,no
710364258,1,53,F,2,3,1,Unknown,1,41,4,2,2,15815000.0,1217000,14598000.0,2135000,48,0.077,no
816033783,1,26,M,0,1,2,Rp 5.000.000 - Rp 8.000.000,1,21,6,2,3,1672000.0,957000,715000.0,2099000,34,0.572,no
715065483,1,45,F,3,2,0,< Rp 3.000.000,1,36,4,3,3,8121000.0,1595000,6526000.0,1914000,45,0.196,no
718751133,1,36,F,2,4,1,< Rp 3.000.000,1,26,4,1,4,3182000.0,2435000,747000.0,1670000,30,0.765,no
713983308,1,60,M,0,6,1,Rp 5.000.000 - Rp 8.000.000,1,49,5,1,4,3182000.0,1928000,1254000.0,1233000,35,0.606,no
718418958,2,30,M,1,6,0,< Rp 3.000.000,1,36,6,2,4,5061000.0,0,5061000.0,1309000,38,0.0,no
779367858,1,39,M,4,1,1,Rp 5.000.000 - Rp 8.000.000,1,28,5,3,3,6224000.0,1898000,4326000.0,3014000,58,0.305,no
711285633,1,33,F,0,4,2,Unknown,1,36,6,1,3,2735000.0,1769000,966000.0,3306000,71,0.647,no
714974658,1,48,F,4,5,1,< Rp 3.000.000,1,36,6,1,4,2464000.0,1867000,597000.0,1219000,35,0.758,no
716374308,1,39,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,33,4,3,2,3477000.0,1875000,1602000.0,1897000,50,0.539,no
713416233,1,38,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,24,5,2,2,3242000.0,2076000,1166000.0,1841000,46,0.64,no
797643708,1,47,M,1,1,1,> Rp 15.000.000,1,41,3,1,4,27858000.0,1314000,26544000.0,1772000,53,0.047,no
808292958,1,26,M,0,2,2,< Rp 3.000.000,1,20,6,2,3,1438300.0,495000,943300.0,2546000,40,0.344,no
719831958,1,49,M,3,5,2,> Rp 15.000.000,1,36,5,2,4,34516000.0,0,34516000.0,1793000,44,0.0,no
708860358,1,38,M,3,1,1,Rp 8.000.000 - Rp 15.000.000,1,22,4,2,3,6361000.0,694000,5667000.0,1499000,31,0.109,no
717385983,1,30,M,0,2,1,< Rp 3.000.000,1,21,6,6,2,2490000.0,0,2490000.0,1645000,30,0.0,yes
719049033,1,53,M,3,1,1,> Rp 15.000.000,1,44,5,6,4,14057000.0,1655000,12402000.0,2073000,60,0.118,yes
717581658,1,49,M,2,4,2,Rp 5.000.000 - Rp 8.000.000,1,38,4,1,2,2461000.0,1586000,875000.0,1729000,35,0.644,no
714347508,1,35,M,2,3,2,Rp 5.000.000 - Rp 8.000.000,1,21,4,3,3,7766000.0,1278000,6488000.0,2423000,74,0.165,no
803833608,1,40,M,3,3,2,Rp 3.000.000 - Rp 5.000.000,3,33,4,1,3,21308000.0,564000,20744000.0,1322000,38,0.026,no
712576908,1,30,M,0,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,5,2,4,4516000.0,2252000,2264000.0,1819000,24,0.499,no
778511733,1,42,F,3,5,2,Rp 3.000.000 - Rp 5.000.000,1,30,6,3,2,5424000.0,1812000,3612000.0,1634000,44,0.334,no
721464783,1,62,F,0,2,1,< Rp 3.000.000,1,36,3,2,2,1764000.0,1540000,224000.0,2094000,47,0.873,no
821179233,2,50,F,1,6,2,Rp 3.000.000 - Rp 5.000.000,1,46,1,3,3,1493000.0,932000,561000.0,1554000,43,0.624,no
713126733,1,56,M,3,5,1,> Rp 15.000.000,1,43,6,2,2,17539000.0,2517000,15022000.0,1220000,30,0.144,no
719688408,1,45,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,3,36,6,2,3,34516000.0,0,34516000.0,3530000,68,0.0,no
779811183,1,35,F,3,3,1,< Rp 3.000.000,1,25,4,1,2,2149000.0,1118000,1031000.0,1581000,30,0.52,no
771086208,1,57,F,2,2,1,< Rp 3.000.000,1,44,3,4,4,6256000.0,1530000,4726000.0,1629000,43,0.245,yes
715217733,1,33,F,2,1,2,Unknown,1,25,5,1,4,11922000.0,792000,11130000.0,2154000,61,0.066,no
813752433,2,43,F,3,2,2,< Rp 3.000.000,1,38,5,2,4,4075000.0,1986000,2089000.0,2449000,27,0.487,no
711876333,1,53,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,36,5,1,4,7290000.0,2151000,5139000.0,1312000,29,0.295,no
715256658,1,50,M,2,5,2,Rp 5.000.000 - Rp 8.000.000,1,36,5,3,2,5965000.0,688000,5277000.0,3382000,58,0.115,no
711329658,1,30,M,0,1,1,> Rp 15.000.000,1,13,3,1,4,9007000.0,1965000,7042000.0,1925000,42,0.218,no
710227908,1,37,F,3,2,2,< Rp 3.000.000,1,36,3,2,3,6077000.0,1397000,4680000.0,2837000,74,0.23,no
716362008,1,37,M,2,7,1,Rp 3.000.000 - Rp 5.000.000,1,29,3,3,2,1808000.0,1009000,799000.0,1744000,35,0.558,no
714939708,1,45,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,1,36,6,1,3,12810000.0,0,12810000.0,3174000,74,0.0,no
708083283,2,58,M,0,4,2,Rp 3.000.000 - Rp 5.000.000,1,45,3,1,3,3421000.0,2517000,904000.0,992000,21,0.736,no
719431608,1,63,F,0,5,1,Rp 3.000.000 - Rp 5.000.000,1,53,6,1,4,3118000.0,1528000,1590000.0,1291000,24,0.49,no
769411758,1,43,M,1,2,2,Rp 5.000.000 - Rp 8.000.000,1,37,4,3,4,20013000.0,922000,19091000.0,1518000,39,0.046,no
714248733,1,26,F,0,4,2,Unknown,1,13,4,1,2,4395000.0,1240000,3155000.0,2272000,46,0.282,no
804481608,1,37,F,1,4,2,< Rp 3.000.000,1,32,6,3,3,9661000.0,0,9661000.0,2825000,60,0.0,no
714631833,1,53,M,4,2,1,Rp 5.000.000 - Rp 8.000.000,1,44,3,2,4,1973000.0,1324000,649000.0,1587000,38,0.671,no
769751958,1,55,M,3,4,1,> Rp 15.000.000,1,49,3,2,4,9926000.0,2018000,7908000.0,2235000,57,0.203,no
717999183,1,36,M,3,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,6,3,3,4108000.0,1659000,2449000.0,2275000,58,0.404,no
713075283,1,51,M,3,1,2,> Rp 15.000.000,1,36,5,1,4,20741000.0,2504000,18237000.0,1818000,51,0.121,no
711561108,1,36,M,4,2,2,Rp 8.000.000 - Rp 15.000.000,1,24,6,1,2,16335000.0,892000,15443000.0,2733000,71,0.055,no
709854483,1,35,F,1,1,1,Unknown,1,17,5,3,3,4588000.0,2517000,2071000.0,2442000,62,0.549,no
713630733,1,34,F,2,2,2,< Rp 3.000.000,1,24,5,3,3,5712000.0,1955000,3757000.0,2617000,54,0.342,no
717599283,1,57,M,0,7,1,Rp 5.000.000 - Rp 8.000.000,1,36,3,1,2,5335000.0,1206000,4129000.0,1844000,49,0.226,no
806407308,2,54,F,3,5,2,Unknown,1,49,6,2,3,13184000.0,0,13184000.0,2047000,33,0.0,no
712730583,1,29,M,0,3,1,Rp 5.000.000 - Rp 8.000.000,1,20,5,2,3,8592000.0,1201000,7391000.0,1842000,50,0.14,no
712142733,1,37,F,3,6,1,< Rp 3.000.000,1,26,5,3,2,1910000.0,1164000,746000.0,2028000,39,0.609,no
720153258,1,53,F,2,5,2,< Rp 3.000.000,1,45,6,3,3,6210000.0,1083000,5127000.0,3095000,62,0.174,no
814086333,1,36,M,3,5,1,Rp 3.000.000 - Rp 5.000.000,1,31,6,2,4,2220000.0,1337000,883000.0,1685000,44,0.602,no
715524708,1,49,M,5,4,2,Rp 3.000.000 - Rp 5.000.000,3,41,4,2,2,20756000.0,1710000,19046000.0,1502000,31,0.082,no
713307708,1,64,F,0,4,1,Rp 3.000.000 - Rp 5.000.000,1,55,6,3,2,2895000.0,2517000,378000.0,1541000,37,0.869,no
714069858,1,53,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,2,3539000.0,2517000,1022000.0,1677000,45,0.711,no
712789383,1,52,M,1,2,1,> Rp 15.000.000,1,44,6,1,4,9274000.0,2097000,7177000.0,2048000,59,0.226,no
787983633,1,35,F,3,3,1,< Rp 3.000.000,1,26,6,1,3,3187000.0,2517000,670000.0,2072000,33,0.79,no
758583708,2,37,F,3,2,2,< Rp 3.000.000,1,24,2,1,4,2802000.0,2460000,342000.0,1406000,28,0.878,no
717130383,1,50,M,0,3,1,Rp 5.000.000 - Rp 8.000.000,1,36,4,3,3,2334000.0,707000,1627000.0,1386000,30,0.303,no
