,CLIENTNUM,idstatus,Customer_Age,Gender,Dependent_count,Educationid,Maritalid,Income_Category,card_categoryid,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
2844,720016308,1,62,F,1,4,2,< Rp 3.000.000,1,54,4,2,2,1927000.0,1319000,608000.0,4199000,77,0.684
2845,712443558,1,39,F,1,5,2,Unknown,1,36,6,1,1,22125000.0,0,22125000.0,1994000,57,0.0
2846,711835758,1,50,M,3,2,1,> Rp 15.000.000,1,42,4,5,3,34516000.0,2099000,32417000.0,1756000,35,0.061
2847,709284333,1,36,M,1,3,0,> Rp 15.000.000,1,28,6,3,2,5260000.0,1116000,4144000.0,2546000,62,0.212
2848,788122533,1,56,F,1,2,1,< Rp 3.000.000,1,48,6,2,2,1438300.0,0,1438300.0,1336000,32,0.0
2849,709206333,2,44,F,4,2,2,Rp 3.000.000 - Rp 5.000.000,1,30,3,4,4,4333000.0,0,4333000.0,1558000,40,0.0
2850,713039808,1,45,M,4,5,1,< Rp 3.000.000,1,32,3,2,1,6637000.0,0,6637000.0,1801000,48,0.0
2851,801700233,1,36,M,2,2,2,> Rp 15.000.000,1,28,4,3,0,3174000.0,2462000,712000.0,3140000,74,0.776
2852,716815308,1,44,F,2,3,1,< Rp 3.000.000,1,36,4,2,5,4396000.0,1489000,2907000.0,3942000,69,0.339
2853,821149008,2,52,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,1,48,6,2,4,34516000.0,0,34516000.0,1661000,40,0.0
2854,720580383,1,50,F,3,2,1,< Rp 3.000.000,1,37,3,2,4,1438300.0,0,1438300.0,3637000,80,0.0
2855,780202908,1,53,F,2,2,2,< Rp 3.000.000,1,43,3,3,4,6853000.0,1480000,5373000.0,2833000,70,0.216
2856,787504158,1,36,F,0,4,1,< Rp 3.000.000,1,24,4,3,2,2570000.0,2230000,340000.0,1755000,42,0.868
2857,716183283,1,27,F,1,5,0,< Rp 3.000.000,1,15,5,3,2,2166000.0,890000,1276000.0,3563000,70,0.411
2858,824168808,1,31,F,1,5,0,Unknown,1,27,4,6,3,3647000.0,1480000,2167000.0,2271000,60,0.406
2859,712936908,1,36,M,3,4,2,Rp 5.000.000 - Rp 8.000.000,1,36,3,1,1,11684000.0,1786000,9898000.0,2969000,88,0.153
2860,719855958,1,41,M,4,1,2,Rp 5.000.000 - Rp 8.000.000,1,28,6,1,4,4475000.0,0,4475000.0,3367000,66,0.0
2861,710112933,1,28,M,1,3,2,Rp 5.000.000 - Rp 8.000.000,1,18,6,3,2,16604000.0,1716000,14888000.0,2580000,61,0.103
2862,768364233,1,59,M,1,1,1,Rp 3.000.000 - Rp 5.000.000,1,53,6,2,5,5446000.0,1885000,3561000.0,1505000,33,0.346
2863,771725808,1,43,M,3,3,3,Rp 8.000.000 - Rp 15.000.000,1,31,5,1,4,28700000.0,769000,27931000.0,3395000,71,0.027
2864,780686358,1,41,M,3,4,1,Rp 5.000.000 - Rp 8.000.000,1,30,3,1,1,2888000.0,1676000,1212000.0,3798000,58,0.58
2865,712762758,1,46,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,1,34,4,2,0,9451000.0,1280000,8171000.0,3179000,79,0.135
2866,714392808,1,51,M,3,4,1,Rp 8.000.000 - Rp 15.000.000,1,43,3,4,5,13933000.0,1019000,12914000.0,3504000,62,0.073
2867,713089458,1,44,M,1,1,1,< Rp 3.000.000,1,33,5,2,2,6130000.0,808000,5322000.0,3411000,78,0.132
2868,826780683,1,40,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,36,6,2,2,15008000.0,0,15008000.0,3943000,85,0.0
2869,780251658,1,32,M,1,1,1,Rp 3.000.000 - Rp 5.000.000,1,18,4,1,4,4583000.0,1586000,2997000.0,2395000,57,0.346
2870,772273983,2,48,M,4,3,2,Rp 3.000.000 - Rp 5.000.000,1,37,1,3,4,5268000.0,2191000,3077000.0,2138000,40,0.416
2871,737944908,1,58,M,2,4,1,Rp 5.000.000 - Rp 8.000.000,1,51,4,2,2,14976000.0,1463000,13513000.0,1599000,36,0.098
2872,720688158,1,37,F,3,1,2,< Rp 3.000.000,1,25,3,2,4,2282000.0,0,2282000.0,2751000,68,0.0
2873,719902908,2,51,M,3,4,1,Rp 8.000.000 - Rp 15.000.000,1,36,3,3,3,5130000.0,0,5130000.0,1434000,31,0.0
2874,771682533,1,43,F,3,4,1,< Rp 3.000.000,1,31,4,3,2,5702000.0,0,5702000.0,3928000,75,0.0
2875,708193008,1,41,M,4,3,2,Rp 8.000.000 - Rp 15.000.000,1,30,3,3,4,14480000.0,0,14480000.0,1616000,43,0.0
2876,772449858,1,51,M,3,2,0,Rp 3.000.000 - Rp 5.000.000,1,41,5,3,4,7570000.0,1388000,6182000.0,3849000,70,0.183
2877,715992558,1,52,M,2,7,1,Rp 8.000.000 - Rp 15.000.000,1,38,4,2,2,12878000.0,1628000,11250000.0,1968000,59,0.126
2878,708502908,1,61,M,2,1,2,Rp 5.000.000 - Rp 8.000.000,3,48,5,2,3,26218000.0,0,26218000.0,3925000,88,0.0
2879,720132258,1,49,M,3,6,2,> Rp 15.000.000,3,36,6,1,5,34516000.0,1323000,33193000.0,3422000,78,0.038
2880,708704433,1,36,F,3,1,2,Unknown,1,23,6,3,4,2804000.0,2090000,714000.0,2812000,77,0.745
2881,720906033,1,35,M,1,2,1,Rp 3.000.000 - Rp 5.000.000,1,25,5,4,4,5801000.0,1176000,4625000.0,2987000,52,0.203
2882,719961183,1,63,F,0,1,1,< Rp 3.000.000,1,53,5,3,2,2271000.0,1278000,993000.0,1550000,33,0.563
2883,718838808,1,36,F,1,6,1,< Rp 3.000.000,1,23,6,3,3,3107000.0,2354000,753000.0,2720000,48,0.758
2884,710268858,1,33,F,4,2,2,< Rp 3.000.000,1,22,5,1,2,2001000.0,1217000,784000.0,3162000,99,0.608
2885,788360283,1,33,M,1,2,2,Rp 8.000.000 - Rp 15.000.000,1,26,4,1,0,1438300.0,0,1438300.0,2557000,55,0.0
2886,717914808,1,65,M,1,1,2,Unknown,1,36,4,3,5,4465000.0,703000,3762000.0,4044000,66,0.157
2887,802884933,1,61,M,1,2,1,Rp 5.000.000 - Rp 8.000.000,1,55,6,2,3,3264000.0,1348000,1916000.0,1665000,32,0.413
2888,714436383,1,44,M,4,2,3,Rp 8.000.000 - Rp 15.000.000,1,34,4,3,2,26856000.0,0,26856000.0,4222000,75,0.0
2889,718785483,1,38,M,1,7,2,Rp 8.000.000 - Rp 15.000.000,3,29,6,3,3,34516000.0,1435000,33081000.0,4238000,85,0.042
2890,708816408,1,41,M,4,3,2,Rp 8.000.000 - Rp 15.000.000,1,32,4,6,3,21756000.0,0,21756000.0,3063000,71,0.0
2891,715363908,1,44,F,4,3,1,< Rp 3.000.000,1,26,4,1,2,4726000.0,1551000,3175000.0,3658000,70,0.328
2892,709163358,2,41,M,5,4,2,Rp 5.000.000 - Rp 8.000.000,2,32,2,3,4,34516000.0,2517000,31999000.0,1727000,35,0.073
2893,827643858,1,45,F,2,4,2,< Rp 3.000.000,1,41,6,2,2,5596000.0,0,5596000.0,3212000,64,0.0
2894,711251133,1,37,M,0,6,2,Rp 8.000.000 - Rp 15.000.000,1,27,5,2,3,15326000.0,0,15326000.0,2990000,55,0.0
2895,716896833,1,51,M,1,4,2,Rp 8.000.000 - Rp 15.000.000,1,38,3,1,4,11373000.0,1319000,10054000.0,1976000,35,0.116
2896,789193383,1,65,M,0,3,2,< Rp 3.000.000,1,54,3,1,5,2644000.0,1691000,953000.0,3495000,70,0.64
2897,712801758,1,37,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,27,6,1,2,2673000.0,2517000,156000.0,3052000,63,0.942
2898,719836083,1,54,M,4,4,1,Rp 5.000.000 - Rp 8.000.000,1,36,3,4,2,7477000.0,1752000,5725000.0,1543000,34,0.234
2899,718291233,1,46,M,4,2,1,Rp 8.000.000 - Rp 15.000.000,1,33,5,1,3,16227000.0,917000,15310000.0,4314000,67,0.057
2900,718682883,1,41,M,2,4,2,Rp 8.000.000 - Rp 15.000.000,1,34,3,3,1,19110000.0,2449000,16661000.0,4478000,76,0.128
2901,771503958,1,49,M,2,4,2,Rp 3.000.000 - Rp 5.000.000,1,37,5,1,3,2993000.0,1265000,1728000.0,4089000,72,0.423
2902,771960708,1,51,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,40,3,2,4,3290000.0,2461000,829000.0,3591000,80,0.748
2903,717427983,1,50,F,3,1,2,< Rp 3.000.000,3,39,4,3,4,11176000.0,2422000,8754000.0,2682000,64,0.217
2904,712737108,1,48,F,4,1,1,Unknown,1,36,4,1,2,21416000.0,0,21416000.0,4221000,75,0.0
2905,771599283,1,53,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,41,3,2,5,2492000.0,1668000,824000.0,1606000,32,0.669
2906,717237708,1,54,M,2,6,2,Rp 5.000.000 - Rp 8.000.000,1,38,3,3,5,14265000.0,1878000,12387000.0,3982000,58,0.132
2907,710703708,1,46,F,4,4,2,Rp 3.000.000 - Rp 5.000.000,3,35,6,3,2,16985000.0,968000,16017000.0,2961000,56,0.057
2908,712513458,1,47,F,4,1,2,< Rp 3.000.000,1,38,4,1,4,7469000.0,1899000,5570000.0,3150000,70,0.254
2909,709690158,1,52,F,4,2,1,< Rp 3.000.000,1,36,6,1,2,4592000.0,2517000,2075000.0,1470000,33,0.548
2910,709959858,1,43,F,4,2,2,< Rp 3.000.000,1,32,6,3,4,4341000.0,0,4341000.0,3825000,63,0.0
2911,720683958,1,41,M,4,3,0,Rp 8.000.000 - Rp 15.000.000,2,36,6,2,2,34516000.0,0,34516000.0,4077000,67,0.0
2912,780704358,1,34,M,3,6,3,Rp 5.000.000 - Rp 8.000.000,3,23,4,3,0,27710000.0,0,27710000.0,4014000,73,0.0
2913,717843783,1,33,F,1,5,2,< Rp 3.000.000,3,17,4,3,2,13431000.0,1583000,11848000.0,2338000,71,0.118
2914,718318383,1,49,M,1,1,3,Rp 5.000.000 - Rp 8.000.000,1,36,6,3,4,2645000.0,1499000,1146000.0,4251000,69,0.567
2915,708849858,1,44,M,3,7,2,> Rp 15.000.000,1,35,4,1,5,14028000.0,1435000,12593000.0,3683000,73,0.102
2916,712652283,1,36,M,1,3,0,Rp 8.000.000 - Rp 15.000.000,1,28,4,1,3,34516000.0,774000,33742000.0,3030000,74,0.022
2917,793461933,1,37,M,3,1,2,Rp 8.000.000 - Rp 15.000.000,1,31,4,2,4,5699000.0,1006000,4693000.0,2835000,57,0.177
2918,720084183,1,46,M,3,4,0,> Rp 15.000.000,1,34,5,2,4,16284000.0,0,16284000.0,3018000,75,0.0
2919,767114958,1,65,M,0,3,2,< Rp 3.000.000,1,56,4,2,2,3226000.0,2073000,1153000.0,3250000,70,0.643
2920,709216533,1,52,M,2,5,1,Rp 8.000.000 - Rp 15.000.000,1,36,6,3,4,2803000.0,778000,2025000.0,3142000,64,0.278
2921,720897783,1,50,M,1,3,1,> Rp 15.000.000,1,30,6,2,5,34516000.0,2010000,32506000.0,2776000,59,0.058
2922,773503308,1,59,M,1,3,2,< Rp 3.000.000,1,53,5,5,4,2192000.0,1569000,623000.0,4010000,79,0.716
2923,719963433,1,37,F,3,4,2,Unknown,1,29,3,2,2,8318000.0,1945000,6373000.0,3676000,77,0.234
2924,708139833,2,40,M,3,2,3,Rp 5.000.000 - Rp 8.000.000,1,30,4,2,3,6391000.0,0,6391000.0,2323000,44,0.0
2925,710664558,1,40,F,3,1,1,< Rp 3.000.000,1,31,5,2,4,4736000.0,945000,3791000.0,3927000,73,0.2
2926,713687508,1,59,M,1,7,2,Rp 5.000.000 - Rp 8.000.000,1,49,5,2,4,9944000.0,1606000,8338000.0,3159000,69,0.162
2927,816312633,1,52,F,3,5,1,Rp 3.000.000 - Rp 5.000.000,1,47,6,3,3,4717000.0,0,4717000.0,2349000,66,0.0
2928,712019883,1,43,F,4,4,3,Unknown,1,34,5,3,3,12778000.0,1528000,11250000.0,3337000,69,0.12
2929,718216008,1,48,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,38,5,2,3,16920000.0,2157000,14763000.0,3275000,60,0.127
2930,718345233,1,45,F,2,2,3,< Rp 3.000.000,1,35,6,3,3,3240000.0,2517000,723000.0,1904000,41,0.777
2931,771228183,1,30,F,0,2,0,< Rp 3.000.000,1,17,4,1,3,4704000.0,0,4704000.0,3294000,87,0.0
2932,789430083,1,41,F,5,1,2,Rp 3.000.000 - Rp 5.000.000,1,32,6,1,2,14987000.0,1425000,13562000.0,4470000,83,0.095
2933,779524833,1,51,M,1,4,2,Rp 8.000.000 - Rp 15.000.000,1,34,4,3,3,3554000.0,1563000,1991000.0,3640000,59,0.44
2934,823621083,1,46,M,3,2,1,> Rp 15.000.000,1,42,3,3,4,9227000.0,938000,8289000.0,3948000,74,0.102
2935,715563558,1,50,M,1,4,1,> Rp 15.000.000,1,40,3,3,2,7522000.0,1057000,6465000.0,2533000,62,0.141
2936,715424283,1,31,F,0,5,1,< Rp 3.000.000,1,21,5,2,2,1677000.0,0,1677000.0,3059000,50,0.0
2937,807209808,1,48,M,1,1,2,Rp 5.000.000 - Rp 8.000.000,1,40,6,2,2,2319000.0,1630000,689000.0,3739000,68,0.703
2938,716578158,1,39,F,1,4,1,< Rp 3.000.000,1,29,6,2,5,2722000.0,1592000,1130000.0,3205000,49,0.585
2939,708911508,1,50,F,2,4,1,< Rp 3.000.000,1,39,3,3,2,2046000.0,0,2046000.0,3446000,71,0.0
2940,717332733,1,47,M,4,4,2,Rp 8.000.000 - Rp 15.000.000,3,37,5,2,4,34516000.0,0,34516000.0,2851000,80,0.0
2941,710681808,1,53,M,3,1,2,Rp 8.000.000 - Rp 15.000.000,1,42,6,3,3,18531000.0,1548000,16983000.0,2484000,52,0.084
2942,708740808,1,45,M,4,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,5,3,4,4112000.0,0,4112000.0,2949000,54,0.0
2943,711728208,1,46,M,4,2,2,> Rp 15.000.000,1,34,4,1,2,34516000.0,0,34516000.0,4143000,68,0.0
2944,720562008,1,34,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,3,22,4,3,3,34516000.0,1263000,33253000.0,2759000,65,0.037
2945,709012083,1,39,M,1,3,1,< Rp 3.000.000,1,28,3,3,4,4683000.0,2514000,2169000.0,2010000,45,0.537
2946,771073908,1,62,M,0,4,1,Rp 3.000.000 - Rp 5.000.000,1,48,4,1,2,1438300.0,0,1438300.0,1406000,27,0.0
2947,718174908,1,53,F,3,3,1,< Rp 3.000.000,1,36,4,3,2,4224000.0,2417000,1807000.0,1458000,29,0.572
2948,709550958,1,51,M,3,2,1,Rp 5.000.000 - Rp 8.000.000,1,32,3,1,4,7133000.0,0,7133000.0,2689000,62,0.0
2949,720411183,1,34,F,1,1,2,Unknown,1,22,6,1,0,10253000.0,1857000,8396000.0,3042000,66,0.181
2950,720776508,1,44,F,2,7,2,Rp 3.000.000 - Rp 5.000.000,1,25,4,3,2,4210000.0,0,4210000.0,4248000,65,0.0
2951,755615208,1,49,M,3,1,2,> Rp 15.000.000,1,42,5,3,2,12630000.0,1822000,10808000.0,4084000,66,0.144
2952,708147108,1,26,M,0,2,0,Unknown,1,36,6,1,3,21084000.0,2517000,18567000.0,2309000,71,0.119
2953,827476983,2,56,F,2,5,2,< Rp 3.000.000,1,52,3,5,1,3639000.0,2178000,1461000.0,1865000,42,0.599
2954,716682258,1,52,M,1,1,0,> Rp 15.000.000,1,36,4,3,5,31945000.0,1591000,30354000.0,3650000,62,0.05
2955,708563433,2,65,F,0,1,2,Unknown,1,56,3,6,3,5894000.0,477000,5417000.0,1616000,32,0.081
2956,772277508,1,65,F,1,4,2,< Rp 3.000.000,1,54,4,2,2,2209000.0,0,2209000.0,3292000,52,0.0
2957,712515558,1,35,M,1,5,2,Rp 5.000.000 - Rp 8.000.000,1,26,3,2,3,23447000.0,1515000,21932000.0,2834000,77,0.065
2958,719342808,1,48,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,1,30,4,2,3,4180000.0,688000,3492000.0,3750000,76,0.165
2959,788957358,1,53,F,1,2,2,Rp 3.000.000 - Rp 5.000.000,1,39,3,3,2,4930000.0,2227000,2703000.0,4224000,77,0.452
2960,778386033,1,38,M,3,3,1,Rp 5.000.000 - Rp 8.000.000,1,18,6,3,4,3417000.0,1749000,1668000.0,2068000,34,0.512
2961,820060758,1,50,F,1,5,2,< Rp 3.000.000,1,45,4,2,4,4785000.0,1965000,2820000.0,3651000,59,0.411
2962,713271708,1,46,M,3,3,1,< Rp 3.000.000,3,33,5,2,2,12685000.0,0,12685000.0,4454000,74,0.0
2963,720555483,1,48,M,3,2,2,Rp 8.000.000 - Rp 15.000.000,1,35,3,3,3,21374000.0,0,21374000.0,4100000,79,0.0
2964,709405758,1,36,M,2,2,1,Rp 5.000.000 - Rp 8.000.000,1,28,4,3,2,1911000.0,1217000,694000.0,1965000,49,0.637
2965,769463433,1,41,F,2,6,2,< Rp 3.000.000,1,35,6,3,2,8666000.0,0,8666000.0,3593000,71,0.0
2966,786087633,1,60,M,0,4,1,Rp 5.000.000 - Rp 8.000.000,1,54,4,1,0,2759000.0,2501000,258000.0,1650000,34,0.906
2967,738627708,2,49,F,2,4,2,Unknown,1,41,5,3,4,5984000.0,0,5984000.0,1838000,42,0.0
2968,719527833,1,45,F,4,1,3,Unknown,1,36,6,3,3,23000000.0,1097000,21903000.0,3886000,70,0.048
2969,715921758,1,36,M,2,5,2,Rp 5.000.000 - Rp 8.000.000,1,25,5,3,2,1438300.0,0,1438300.0,2882000,68,0.0
2970,717280158,1,49,M,3,2,1,< Rp 3.000.000,1,36,3,3,5,2976000.0,1817000,1159000.0,3332000,60,0.611
2971,714179658,1,43,M,3,1,2,> Rp 15.000.000,1,36,3,1,3,34516000.0,0,34516000.0,1996000,48,0.0
2972,806637558,1,58,M,1,1,1,Rp 5.000.000 - Rp 8.000.000,1,53,5,2,5,1438300.0,0,1438300.0,1539000,40,0.0
2973,714828708,1,46,M,0,1,0,Rp 8.000.000 - Rp 15.000.000,1,36,3,1,4,16099000.0,0,16099000.0,3656000,88,0.0
2974,711989358,1,50,M,2,2,2,Rp 8.000.000 - Rp 15.000.000,1,36,4,2,1,19595000.0,1187000,18408000.0,3811000,62,0.061
2975,720188508,1,43,M,4,2,2,Rp 5.000.000 - Rp 8.000.000,1,25,3,2,4,13193000.0,1749000,11444000.0,4071000,64,0.133
2976,719528958,1,57,F,3,5,2,Rp 3.000.000 - Rp 5.000.000,1,36,3,1,3,8184000.0,1508000,6676000.0,4134000,71,0.184
2977,713110908,1,30,M,1,4,1,< Rp 3.000.000,1,13,3,6,5,2607000.0,1966000,641000.0,1719000,45,0.754
2978,721179708,1,48,F,2,4,1,< Rp 3.000.000,1,37,4,2,3,5758000.0,0,5758000.0,4422000,76,0.0
2979,716363658,1,51,M,2,7,2,> Rp 15.000.000,1,36,4,2,5,25873000.0,582000,25291000.0,3920000,84,0.022
2980,711443808,1,46,M,2,4,0,Rp 5.000.000 - Rp 8.000.000,1,37,6,1,1,2695000.0,1657000,1038000.0,4068000,53,0.615
2981,778952058,1,46,M,3,5,1,Rp 8.000.000 - Rp 15.000.000,1,32,4,2,5,20860000.0,1496000,19364000.0,3435000,56,0.072
2982,713642133,1,45,M,4,4,1,Rp 3.000.000 - Rp 5.000.000,1,30,6,3,3,1892000.0,1049000,843000.0,4558000,60,0.554
2983,778908783,1,52,M,3,5,1,Rp 8.000.000 - Rp 15.000.000,1,33,3,3,4,27751000.0,1018000,26733000.0,1427000,25,0.037
2984,778170633,1,48,M,5,2,1,Rp 8.000.000 - Rp 15.000.000,1,38,6,2,2,34516000.0,657000,33859000.0,3661000,71,0.019
2985,714670533,1,47,M,3,4,2,Rp 8.000.000 - Rp 15.000.000,1,37,3,1,5,24580000.0,2517000,22063000.0,3069000,62,0.102
2986,771833433,2,49,M,2,1,1,Rp 8.000.000 - Rp 15.000.000,1,38,3,2,4,29893000.0,0,29893000.0,2063000,48,0.0
2987,772758783,1,43,M,1,4,1,Rp 8.000.000 - Rp 15.000.000,1,33,5,1,5,21165000.0,735000,20430000.0,3343000,60,0.035
2988,788959758,1,47,F,4,3,2,Rp 3.000.000 - Rp 5.000.000,1,33,3,2,1,9148000.0,561000,8587000.0,3451000,59,0.061
2989,716878533,1,55,M,2,4,1,Rp 8.000.000 - Rp 15.000.000,1,46,4,1,1,10979000.0,1889000,9090000.0,1425000,33,0.172
2990,713267133,1,41,F,5,6,1,< Rp 3.000.000,1,33,3,1,2,6519000.0,851000,5668000.0,3088000,65,0.131
2991,716263533,1,44,M,5,1,1,Rp 8.000.000 - Rp 15.000.000,1,36,3,2,2,2509000.0,1464000,1045000.0,3166000,72,0.583
2992,719026383,1,35,F,2,3,1,< Rp 3.000.000,1,36,3,1,3,2664000.0,0,2664000.0,3135000,59,0.0
2993,821755233,1,40,F,2,4,1,Unknown,1,28,5,5,2,14999000.0,1123000,13876000.0,3441000,69,0.075
2994,709683633,1,32,F,1,1,2,< Rp 3.000.000,3,13,4,1,2,10332000.0,948000,9384000.0,2914000,67,0.092
2995,714318033,1,50,M,4,4,1,Rp 5.000.000 - Rp 8.000.000,1,36,5,1,4,10226000.0,1638000,8588000.0,3321000,57,0.16
2996,828291858,2,38,M,3,5,2,Rp 5.000.000 - Rp 8.000.000,1,34,6,3,4,12050000.0,1821000,10229000.0,2381000,40,0.151
2997,779647608,1,39,M,2,1,2,> Rp 15.000.000,1,22,5,2,2,26124000.0,0,26124000.0,4199000,92,0.0
2998,787605558,1,48,F,3,2,0,< Rp 3.000.000,1,31,6,2,2,9816000.0,0,9816000.0,3489000,81,0.0
2999,771534408,1,52,F,2,5,2,< Rp 3.000.000,1,40,4,3,3,2783000.0,2379000,404000.0,3897000,74,0.855
3000,716219808,1,49,M,3,2,3,Rp 5.000.000 - Rp 8.000.000,1,36,5,2,3,15942000.0,0,15942000.0,1742000,41,0.0
3001,715690908,1,46,F,3,2,2,< Rp 3.000.000,3,39,4,3,2,12222000.0,1260000,10962000.0,3418000,78,0.103
3002,789125733,1,38,F,4,7,1,< Rp 3.000.000,1,26,4,2,4,4002000.0,1402000,2600000.0,2114000,53,0.35
3003,717271983,1,60,M,0,5,2,Rp 8.000.000 - Rp 15.000.000,3,53,6,3,2,34516000.0,1388000,33128000.0,3261000,64,0.04
3004,709695333,1,48,M,2,1,2,Rp 8.000.000 - Rp 15.000.000,1,36,3,2,4,10227000.0,1695000,8532000.0,3577000,82,0.166
3005,712233183,1,45,F,2,2,2,< Rp 3.000.000,1,34,3,3,1,4265000.0,1622000,2643000.0,3244000,62,0.38
3006,716645883,1,47,M,2,4,3,Rp 5.000.000 - Rp 8.000.000,1,36,3,2,2,13867000.0,0,13867000.0,4297000,68,0.0
3007,711762408,1,43,M,2,7,0,Rp 3.000.000 - Rp 5.000.000,1,34,4,1,2,2243000.0,0,2243000.0,4023000,63,0.0
3008,818305008,1,41,F,2,2,1,Rp 3.000.000 - Rp 5.000.000,1,36,6,1,3,11239000.0,1375000,9864000.0,3978000,89,0.122
3009,788159433,1,53,M,2,4,2,Rp 5.000.000 - Rp 8.000.000,1,45,5,1,2,22558000.0,818000,21740000.0,3855000,70,0.036
3010,709104333,1,50,M,5,6,1,> Rp 15.000.000,3,36,5,2,4,34516000.0,891000,33625000.0,2687000,64,0.026
3011,708112008,1,56,M,2,2,1,Rp 8.000.000 - Rp 15.000.000,1,36,4,2,3,23510000.0,1049000,22461000.0,1661000,35,0.045
3012,714731208,1,63,F,0,3,3,Rp 3.000.000 - Rp 5.000.000,1,55,6,2,2,1651000.0,1433000,218000.0,4050000,58,0.868
3013,710006958,1,53,F,1,1,2,< Rp 3.000.000,1,41,6,2,2,8693000.0,796000,7897000.0,4755000,69,0.092
3014,815062383,1,35,F,2,1,1,< Rp 3.000.000,1,30,3,3,1,4549000.0,1193000,3356000.0,1914000,33,0.262
3015,778447908,1,51,M,2,5,1,Rp 8.000.000 - Rp 15.000.000,1,33,3,1,2,3558000.0,0,3558000.0,4136000,65,0.0
3016,720725058,2,51,F,1,2,2,< Rp 3.000.000,1,37,1,3,4,7176000.0,0,7176000.0,1375000,33,0.0
3017,803415183,1,44,M,3,4,2,Rp 8.000.000 - Rp 15.000.000,3,38,3,3,1,34516000.0,657000,33859000.0,4614000,76,0.019
3018,708582858,1,38,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,25,3,3,4,18293000.0,0,18293000.0,2958000,63,0.0
3019,779833908,1,40,F,2,2,0,Unknown,1,23,6,2,1,18332000.0,1376000,16956000.0,4095000,67,0.075
3020,818687958,1,48,M,2,2,0,Rp 8.000.000 - Rp 15.000.000,1,43,5,3,2,6383000.0,1436000,4947000.0,4462000,88,0.225
3021,708714108,1,42,F,3,1,2,< Rp 3.000.000,3,31,5,2,3,13441000.0,2517000,10924000.0,1894000,49,0.187
3022,754872333,1,50,M,2,2,1,> Rp 15.000.000,1,43,3,1,3,20114000.0,0,20114000.0,4740000,88,0.0
3023,718637208,1,54,F,2,2,2,< Rp 3.000.000,1,43,3,2,1,2019000.0,1387000,632000.0,1689000,36,0.687
3024,816772908,1,38,M,3,1,2,Rp 5.000.000 - Rp 8.000.000,3,33,6,1,2,34516000.0,1793000,32723000.0,4533000,78,0.052
3025,711935283,2,55,M,5,6,2,Rp 8.000.000 - Rp 15.000.000,1,47,3,1,4,1438300.0,0,1438300.0,1427000,36,0.0
3026,716950758,2,46,M,4,1,1,Rp 5.000.000 - Rp 8.000.000,1,36,1,3,2,8017000.0,0,8017000.0,1657000,43,0.0
3027,716497908,1,49,F,1,7,1,Unknown,1,36,3,1,2,8519000.0,0,8519000.0,3698000,65,0.0
3028,809358708,1,38,M,3,4,2,Rp 8.000.000 - Rp 15.000.000,1,33,6,2,2,34516000.0,2135000,32381000.0,3514000,63,0.062
3029,716037708,1,50,M,0,3,0,Rp 5.000.000 - Rp 8.000.000,1,39,6,3,3,9474000.0,1021000,8453000.0,3240000,54,0.108
3030,717804783,1,40,F,3,2,2,< Rp 3.000.000,1,27,5,3,4,6587000.0,824000,5763000.0,4160000,70,0.125
3031,715338783,1,32,M,1,1,2,Rp 5.000.000 - Rp 8.000.000,1,36,4,2,2,2999000.0,0,2999000.0,3018000,80,0.0
3032,779645658,1,49,M,3,2,2,Rp 5.000.000 - Rp 8.000.000,1,32,3,1,4,7154000.0,1472000,5682000.0,3607000,59,0.206
3033,787565433,1,53,M,2,6,1,Rp 8.000.000 - Rp 15.000.000,1,43,4,2,4,4039000.0,1397000,2642000.0,1494000,36,0.346
3034,717287883,1,57,M,3,2,1,Rp 8.000.000 - Rp 15.000.000,1,46,6,2,3,5516000.0,2517000,2999000.0,1532000,24,0.456
3035,715746633,1,64,F,0,2,2,< Rp 3.000.000,1,54,3,1,2,5577000.0,689000,4888000.0,4256000,70,0.124
3036,720635883,1,34,M,3,4,3,Rp 8.000.000 - Rp 15.000.000,1,24,6,3,3,8628000.0,1500000,7128000.0,2902000,60,0.174
3037,710077008,1,43,M,2,3,2,> Rp 15.000.000,1,33,5,3,1,30137000.0,1368000,28769000.0,3522000,74,0.045
3038,804437658,1,42,F,3,7,1,< Rp 3.000.000,1,36,4,2,1,9778000.0,2154000,7624000.0,3413000,66,0.22
3039,780000258,1,48,M,3,3,2,> Rp 15.000.000,1,38,4,2,5,20912000.0,0,20912000.0,4172000,84,0.0
3040,825785508,1,49,M,3,1,2,> Rp 15.000.000,1,45,3,2,2,14699000.0,1049000,13650000.0,4890000,64,0.071
